"date","potential_evapotranspiration","cloud_cover","precipitation","maximum_temperature","rain_days","minimum_temperature","vapour_pressure","ground_frost_frequency","diurnal_temperature_range","mean_temperature","gdd","soil_moisture","maize_ton_per_hectare","maize_comm_ton_per_hectare","maize_non_comm_ton_per_hectare","wheat_ton_per_hectare","groundnuts_ton_per_hectare","sunflowerseed_ton_per_hectare","sorghum_ton_per_hectare","soybeans_ton_per_hectare","barley_ton_per_hectare","canola_ton_per_hectare","oats_ton_per_hectare","soil_mineral_fertilizers_nitrogen","soil_mineral_fertilizers_nitrogen_per_unit_area","soil_mineral_fertilizers_phosphorus","soil_mineral_fertilizers_phosphorus_per_unit_area","soil_mineral_fertilizers_potassium","soil_mineral_fertilizers_potassium_per_unit_area","soil_manure_applied_to_soils_nitrogen","soil_manure_applied_to_soils_nitrogen_per_unit_area","soil_manure_applied_to_soils_phosphorus","soil_manure_applied_to_soils_phosphorus_per_unit_area","soil_manure_applied_to_soils_potassium","soil_manure_applied_to_soils_potassium_per_unit_area","soil_atmospheric_deposition_nitrogen","soil_atmospheric_deposition_nitrogen_per_unit_area","soil_crop_removal_nitrogen","soil_crop_removal_nitrogen_per_unit_area","soil_crop_removal_phosphorus","soil_crop_removal_phosphorus_per_unit_area","soil_crop_removal_potassium","soil_crop_removal_potassium_per_unit_area","soil_biological_fixation_nitrogen","soil_biological_fixation_nitrogen_per_unit_area","soil_seed_nitrogen","soil_seed_nitrogen_per_unit_area","soil_seed_phosphorus","soil_seed_phosphorus_per_unit_area","soil_leaching_nitrogen","soil_leaching_nitrogen_per_unit_area","soil_volatilisation_nitrogen","soil_volatilisation_nitrogen_per_unit_area","satellite_NDVImean","satellite_NDVIstd","satellite_PETmean","satellite_PETstd","satellite_CHIRPSmean","satellite_CHIRPSstd"
1969-05-01,2.2,33.8,32,21,4.3,7,10.2,3.4,14,14,NA,14.5454545454545,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,135000,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,NA,NA,NA,NA,NA,NA
1969-06-01,1.9,27.3,9.1,18.9,2.2,4.4,8.6,7.9,14.4,11.6,NA,4.78947368421053,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,135000,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,NA,NA,NA,NA,NA,NA
1969-07-01,2.3,21.2,8,20,1.8,4,8.2,9,16,12,181.84,3.47826086956522,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,135000,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,NA,NA,NA,NA,NA,NA
1969-08-01,3.1,22.9,8.8,21.8,2.2,5.7,8.6,5.7,16.1,13.7,NA,2.83870967741935,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,135000,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,NA,NA,NA,NA,NA,NA
1969-09-01,3.9,32.9,21.4,23.2,3.7,7.7,9.3,2.6,15.5,15.4,NA,5.48717948717949,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,135000,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,NA,NA,NA,NA,NA,NA
1969-10-01,4.4,48.4,66.8,24.6,8.5,11.4,11.8,0.2,13.2,18,NA,15.1818181818182,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,135000,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,NA,NA,NA,NA,NA,NA
1969-11-01,5.4,40,37.6,28,6.2,13.3,13.4,0,14.7,20.6,NA,6.96296296296296,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,135000,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,NA,NA,NA,NA,NA,NA
1969-12-01,5.8,40.1,52.8,29.6,6.5,15.4,14.9,0,14.2,22.5,NA,9.10344827586207,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,135000,10.8121,105830.28,8.4759,66632.4,5.3366,40943.9006,3.2792,9098.5111,0.7287,34269.5823,2.7446,40418.6007,3.2371,192876.3641,15.4474,32804.7126,2.6273,76705.0694,6.1433,46244.4091,3.7037,2333.2685,0.1869,470.8386,0.0377,21688.7801,1.737,52783.1702,4.2274,NA,NA,NA,NA,NA,NA
1970-01-01,5.8,39.3,36.9,31.1,6.1,16.7,16.7,0,14.5,23.9,NA,6.36206896551724,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-02-01,5.1,40.8,49.5,29.7,7,16.1,16.4,0,13.7,22.9,NA,9.70588235294118,1.4,1.45,0.52,0.71,0.55,0.54,1.16,0.23,0.34,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-03-01,4.5,30.3,18.9,29.4,4.2,14.2,15.4,0,15.2,21.8,NA,4.2,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-04-01,3.3,31.4,17.2,26,4,11.3,13.1,0.3,14.8,18.6,NA,5.21212121212121,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-05-01,2.4,32.5,23.2,21.9,4.4,7.9,10.3,2.4,14,14.8,NA,9.66666666666667,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-06-01,1.9,28.9,24.6,18.5,4.1,4.5,8.6,7.8,14,11.4,NA,12.9473684210526,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-07-01,2.1,22.9,15.2,18.7,3.2,3.2,7.9,10.9,15.6,10.9,181.99,7.23809523809524,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-08-01,2.9,24.7,39.3,20.7,4.9,4.8,8.5,7.6,15.9,12.8,NA,13.551724137931,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-09-01,4,32.1,23.2,24,3.7,8.3,9.9,2.1,15.7,16.1,NA,5.8,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-10-01,4.7,44,45.7,25.7,7.4,11.6,11.6,0.2,14.1,18.6,NA,9.72340425531915,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-11-01,5.3,40.3,41,27.8,6.2,13.2,13.7,0.1,14.6,20.5,NA,7.73584905660377,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1970-12-01,5.5,42.9,78.9,28.4,9.5,14.7,14.9,0,13.8,21.5,NA,14.3454545454545,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,162495,13.0048,110166.3,8.8168,71898.75,5.7542,39895.3967,3.1929,8824.4889,0.7062,33896.3511,2.7128,41131.0989,3.2918,196083.1759,15.6929,35215.3968,2.8184,77176.486,6.1766,47405.9676,3.794,2559.387,0.2048,518.7261,0.0415,24233.0793,1.9394,60730.619,4.8604,NA,NA,NA,NA,NA,NA
1971-01-01,5.3,46.8,82.5,29,8.7,16.2,16.2,0,12.8,22.6,NA,15.5660377358491,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-02-01,4.7,48.1,56,28.3,8.2,15.9,16,0,12.5,22.1,NA,11.9148936170213,1.81,1.95,0.67,0.72,0.72,0.75,1.45,0.41,0.75,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-03-01,4.3,37.7,51.6,28.7,7.4,14.8,16,0,13.9,21.7,NA,12,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-04-01,3.1,35.9,52.6,25,6.9,11.3,13.7,0.3,13.7,18.1,NA,16.9677419354839,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-05-01,2.3,34,37.7,21,5.3,7.1,10.1,3.3,13.9,14,NA,16.3913043478261,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-06-01,2,27.1,10.1,19,2.6,4.6,8.5,7.4,14.5,11.8,NA,5.05,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-07-01,2.1,27.4,32.6,18.7,4.7,4.1,8.1,8.5,14.6,11.4,181.25,15.5238095238095,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-08-01,2.9,26,29.3,20.1,4.1,4.3,7.9,8.4,15.8,12.2,NA,10.1034482758621,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-09-01,3.9,33.6,13,23.7,2.5,8.2,10,2.4,15.5,15.9,NA,3.33333333333333,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-10-01,4.6,43.9,49.2,25.1,7.2,10.8,11.2,0.4,14.3,17.9,NA,10.695652173913,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-11-01,5.1,44.3,53.7,26.7,6.9,12.8,12.7,0.1,13.9,19.7,NA,10.5294117647059,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1971-12-01,5.6,43.4,57.9,28.7,7.7,14.9,14.5,0,13.9,21.8,NA,10.3392857142857,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,187560,14.988,119995.92,9.5889,76941,6.1484,37099.4033,2.9646,8179.7959,0.6537,31641.1215,2.5285,45274.6735,3.6179,253330.1707,20.2437,45823.708,3.6618,95770.4289,7.6531,45726.5768,3.654,2931.2727,0.2342,619.0155,0.0495,26175.8807,2.0917,67397.821,5.3858,NA,NA,NA,NA,NA,NA
1972-01-01,5.2,51.1,115.6,29,11.1,16.7,16.3,0,12.3,22.8,NA,22.2307692307692,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-02-01,4.8,46,78.5,28.4,7.9,15.5,15.7,0,13,21.9,NA,16.3541666666667,1.93,2.07,0.71,0.83,0.82,0.82,1.58,0.25,0.7,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-03-01,3.7,51.6,87.4,26.6,9.3,14.8,16,0,11.8,20.7,NA,23.6216216216216,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-04-01,3,40.6,27.8,25,5.1,11.4,13.5,0.3,13.5,18.2,NA,9.26666666666667,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-05-01,2.4,28.7,23.7,21.4,3.4,6.5,9.7,4.5,14.9,13.9,NA,9.875,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-06-01,2,23.9,12.2,18.9,2.7,3.6,7.9,9.6,15.3,11.3,NA,6.1,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-07-01,2.3,18.9,7.1,19.9,1.6,3.3,7.6,10.6,16.6,11.6,183.12,3.08695652173913,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-08-01,3,21.2,9.6,21.1,2.3,4.3,7.9,8.5,16.8,12.7,NA,3.2,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-09-01,4.1,30,11.4,24.7,3.1,8.1,9.5,2,16.6,16.4,NA,2.78048780487805,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-10-01,5,38.2,29.3,27.2,5.4,12.1,12.2,0.2,15.1,19.6,NA,5.86,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-11-01,5.5,42.2,47.2,28.7,6.7,14.2,13.6,0,14.4,21.4,NA,8.58181818181818,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1972-12-01,6,37.9,29.1,30.9,5.5,15.6,15.7,0,15.3,23.2,NA,4.85,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,217575,17.3671,128275.56,10.2391,87137.55,6.9554,37432.5677,2.9879,8314.4056,0.6637,31626.606,2.5245,46721.6139,3.7294,268113.7824,21.4012,48989.3802,3.9104,101343.4862,8.0894,45608.1697,3.6405,3123.3565,0.2493,665.1933,0.0531,30256.5135,2.4151,79539.7703,6.349,NA,NA,NA,NA,NA,NA
1973-01-01,5.9,36.9,38.1,31.4,5.7,16.4,16.7,0,15,23.9,NA,6.45762711864407,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,207945,16.5799,132533.1,10.5671,94719.6,7.5522,38311.5725,3.0547,8574.3576,0.6837,31903.958,2.5438,48691.6346,3.8823,190002.7567,15.1493,31692.0807,2.5269,75662.062,6.0327,30841.4533,2.4591,2749.4112,0.2192,526.8731,0.042,28461.3145,2.2693,73890.4718,5.8914,NA,NA,NA,NA,NA,NA
1973-02-01,4.9,45.5,75.4,29.1,8.3,16.2,16.7,0,12.9,22.6,NA,15.3877551020408,1.06,1.15,0.39,0.87,0.57,0.71,1.04,0.51,0.65,NA,NA,207945,16.5799,132533.1,10.5671,94719.6,7.5522,38311.5725,3.0547,8574.3576,0.6837,31903.958,2.5438,48691.6346,3.8823,190002.7567,15.1493,31692.0807,2.5269,75662.062,6.0327,30841.4533,2.4591,2749.4112,0.2192,526.8731,0.042,28461.3145,2.2693,73890.4718,5.8914,NA,NA,NA,NA,NA,NA
1973-03-01,4.1,43.1,57.6,28.8,8.2,15.8,17.3,0,13,22.3,NA,14.0487804878049,2.31,2.47,0.86,0.92,1.05,1.09,2.03,1.65,0.52,NA,NA,207945,16.5799,132533.1,10.5671,94719.6,7.5522,38311.5725,3.0547,8574.3576,0.6837,31903.958,2.5438,48691.6346,3.8823,190002.7567,15.1493,31692.0807,2.5269,75662.062,6.0327,30841.4533,2.4591,2749.4112,0.2192,526.8731,0.042,28461.3145,2.2693,73890.4718,5.8914,NA,NA,NA,NA,NA,NA
1973-04-01,3,43.6,49.9,24.2,6.8,11.7,13.4,0.2,12.5,18,NA,16.6333333333333,2.31,2.47,0.86,0.92,1.05,1.09,2.03,1.65,0.52,NA,NA,207945,16.5799,132533.1,10.5671,94719.6,7.5522,38311.5725,3.0547,8574.3576,0.6837,31903.958,2.5438,48691.6346,3.8823,190002.7567,15.1493,31692.0807,2.5269,75662.062,6.0327,30841.4533,2.4591,2749.4112,0.2192,526.8731,0.042,28461.3145,2.2693,73890.4718,5.8914,NA,NA,NA,NA,NA,NA
