date,potential_evapotranspiration,cloud_cover,precipitation,maximum_temperature,rain_days,minimum_temperature,vapour_pressure,ground_frost_frequency,diurnal_temperature_range,mean_temperature
1950-10-01,5.1,30.3,31.8,26.3,5.9,9.8,10.5,0.7,16.4,18.0
1950-11-01,5.4,39.8,46.2,27.4,7.7,12.7,12.7,0.1,14.7,20.0
1950-12-01,5.6,41.4,99.9,28.6,10.8,14.6,14.5,0.0,14.0,21.6
1951-01-01,5.4,41.1,59.1,28.5,8.0,14.3,14.6,0.0,14.2,21.4
1951-02-01,5.2,38.7,40.1,29.9,6.5,15.8,16.3,0.0,14.1,22.8
1951-03-01,4.2,36.4,51.3,27.7,7.2,13.7,15.0,0.0,14.0,20.7
1951-04-01,3.2,31.7,38.7,25.3,5.3,11.0,13.2,0.4,14.3,18.1
1951-05-01,2.3,33.7,26.8,21.1,4.8,7.4,10.4,3.2,13.7,14.3
1951-06-01,2.0,20.7,17.9,18.8,3.1,2.9,7.7,11.0,15.9,10.9
1951-07-01,2.2,18.0,16.4,18.5,3.1,1.8,7.1,13.7,16.6,10.2
1951-08-01,3.0,21.9,22.0,20.9,3.4,4.4,7.8,8.2,16.5,12.6
1951-09-01,4.0,29.0,28.9,23.4,4.7,6.8,8.9,3.8,16.6,15.1
1951-10-01,4.6,42.2,55.8,25.5,7.1,11.1,11.6,0.4,14.3,18.3
1951-11-01,5.7,34.8,17.4,28.5,4.2,13.2,13.1,0.1,15.4,20.8
1951-12-01,6.0,36.8,40.6,30.4,5.9,15.4,15.2,0.0,15.0,22.9
1952-01-01,5.9,36.3,49.5,31.1,7.2,16.5,16.6,0.0,14.6,23.8
1952-02-01,4.8,47.1,75.5,28.8,9.3,16.2,16.8,0.0,12.6,22.5
1952-03-01,4.4,31.2,35.9,28.7,6.0,13.8,15.3,0.0,14.9,21.3
1952-04-01,3.3,30.7,25.2,25.8,4.8,11.2,13.1,0.3,14.6,18.4
1952-05-01,2.4,26.2,18.5,21.7,3.7,6.5,9.8,4.3,15.2,14.1
1952-06-01,2.1,22.8,14.5,20.1,3.0,4.6,8.7,7.6,15.5,12.4
1952-07-01,2.1,28.4,31.2,18.6,4.8,4.2,8.2,8.8,14.5,11.4
1952-08-01,3.0,22.9,17.2,21.3,3.4,5.1,8.3,7.0,16.3,13.2
1952-09-01,3.9,31.1,31.3,23.2,4.8,7.4,9.2,3.0,15.8,15.3
1952-10-01,5.0,36.2,27.7,26.9,5.5,11.6,11.9,0.3,15.3,19.2
1952-11-01,5.2,46.0,63.6,27.4,8.7,13.9,13.7,0.0,13.5,20.6
1952-12-01,5.6,40.8,70.0,28.8,8.8,14.7,14.3,0.0,14.1,21.7
1953-01-01,5.8,39.0,54.0,31.1,7.1,16.9,16.7,0.0,14.2,24.0
1953-02-01,4.8,47.2,89.9,29.1,9.4,16.6,17.2,0.0,12.5,22.8
1953-03-01,4.2,36.8,45.2,27.7,6.7,13.9,15.1,0.0,13.8,20.8
1953-04-01,2.9,39.5,55.6,23.6,7.0,10.4,12.7,0.6,13.2,17.0
1953-05-01,2.4,26.7,14.3,22.2,3.1,7.1,10.1,3.5,15.1,14.6
1953-06-01,2.0,18.9,10.7,19.0,2.3,2.6,7.5,11.8,16.4,10.7
1953-07-01,2.2,19.7,14.8,18.6,2.5,2.3,7.2,12.6,16.2,10.4
1953-08-01,2.9,26.8,20.6,20.3,3.6,4.8,8.0,7.4,15.6,12.5
1953-09-01,4.1,28.3,23.0,24.0,3.5,7.3,9.1,2.8,16.7,15.6
1953-10-01,4.8,40.9,48.6,26.4,7.4,11.8,11.9,0.2,14.6,19.1
1953-11-01,5.2,44.0,79.1,27.1,9.2,13.3,13.3,0.0,13.8,20.2
1953-12-01,5.5,44.9,69.4,28.5,9.4,15.2,14.8,0.0,13.3,21.8
1954-01-01,5.5,40.6,58.0,29.2,7.1,15.2,15.2,0.0,13.9,22.2
1954-02-01,5.1,39.8,58.8,29.3,7.2,15.6,16.1,0.0,13.7,22.5
1954-03-01,3.7,51.6,86.6,26.2,9.7,14.4,15.5,0.0,11.7,20.3
1954-04-01,3.1,33.8,36.5,24.5,6.2,10.3,12.4,0.6,14.1,17.4
1954-05-01,2.3,31.4,43.5,21.4,5.7,7.2,10.1,3.3,14.2,14.3
1954-06-01,2.0,23.3,11.6,18.8,2.2,3.4,7.9,10.1,15.4,11.1
1954-07-01,2.2,18.1,17.5,18.2,3.0,1.7,6.9,14.0,16.5,9.9
1954-08-01,3.1,21.4,18.2,21.1,2.8,4.6,7.9,7.6,16.5,12.9
1954-09-01,4.0,32.1,24.8,24.0,3.7,8.3,9.8,2.0,15.7,16.1
1954-10-01,5.0,35.4,30.6,26.6,4.9,11.0,11.6,0.5,15.6,18.8
1954-11-01,5.4,38.6,61.6,27.4,8.2,12.7,12.8,0.1,14.8,20.0
1954-12-01,5.6,41.3,50.7,29.0,7.0,15.1,14.8,0.0,13.9,22.0
1955-01-01,5.3,46.9,110.4,28.8,10.4,16.0,15.8,0.0,12.8,22.4
1955-02-01,4.5,49.2,106.1,27.3,10.1,15.4,15.9,0.0,11.9,21.3
1955-03-01,4.0,41.6,53.0,26.8,7.6,13.7,14.9,0.0,13.1,20.2
1955-04-01,3.0,34.2,42.5,24.0,6.3,10.0,12.3,0.8,14.0,17.0
1955-05-01,2.3,32.8,19.8,21.9,3.8,8.0,10.7,2.4,13.9,14.9
1955-06-01,1.9,29.9,23.5,18.1,4.2,4.3,8.4,8.1,13.8,11.2
1955-07-01,2.2,21.1,15.2,19.0,2.9,3.2,7.7,10.9,15.9,11.1
1955-08-01,2.9,24.8,15.4,19.7,2.8,3.8,7.6,9.5,15.9,11.7
1955-09-01,4.1,25.5,12.1,23.7,2.4,6.3,8.7,4.4,17.4,15.0
1955-10-01,4.5,39.1,46.7,24.2,7.0,9.3,10.3,1.2,14.8,16.7
1955-11-01,5.2,41.0,77.1,26.5,9.5,12.0,12.3,0.2,14.5,19.2
1955-12-01,5.3,43.0,73.7,27.2,8.8,13.7,13.7,0.0,13.5,20.4
1956-01-01,5.7,39.8,37.9,30.1,6.6,15.8,15.4,0.0,14.3,22.9
1956-02-01,4.7,46.4,102.9,28.3,10.2,15.6,16.1,0.0,12.7,21.9
1956-03-01,3.8,47.3,97.1,26.9,10.4,14.8,16.1,0.0,12.1,20.8
1956-04-01,3.2,30.7,17.0,25.1,3.4,10.4,12.6,0.6,14.8,17.7
1956-05-01,2.3,31.1,37.9,20.8,5.5,6.5,9.8,4.5,14.3,13.6
1956-06-01,2.0,22.0,12.6,19.3,2.3,3.6,8.1,9.6,15.6,11.4
1956-07-01,2.2,22.3,11.5,19.8,2.1,4.2,8.2,8.7,15.7,12.0
1956-08-01,3.1,22.1,10.6,21.5,2.2,4.9,8.1,7.4,16.6,13.1
1956-09-01,3.9,30.1,32.1,23.1,4.7,6.8,8.9,3.7,16.3,14.9
1956-10-01,4.9,34.9,49.9,26.2,7.3,10.7,11.2,0.6,15.6,18.4
1956-11-01,5.2,45.7,57.4,27.1,7.5,13.5,13.3,0.0,13.6,20.3
1956-12-01,5.4,43.3,89.2,27.5,10.1,14.0,13.7,0.0,13.5,20.7
1957-01-01,5.7,41.6,58.3,30.3,7.6,16.4,16.3,0.0,13.9,23.3
1957-02-01,5.0,41.9,69.7,29.8,8.5,16.3,16.9,0.0,13.4,23.0
1957-03-01,4.1,40.2,66.1,28.1,8.8,14.8,16.1,0.0,13.3,21.4
1957-04-01,3.3,28.4,32.2,25.4,4.9,10.3,12.6,0.6,15.1,17.9
1957-05-01,2.5,19.8,23.0,22.8,4.1,6.5,9.9,4.4,16.3,14.6
1957-06-01,1.9,25.7,28.7,18.1,4.5,3.3,7.9,10.2,14.8,10.7
1957-07-01,2.2,26.5,23.1,19.4,3.5,4.6,8.5,8.0,14.8,11.9
1957-08-01,3.0,23.3,29.9,21.0,4.6,4.9,8.1,7.2,16.2,12.9
1957-09-01,3.8,36.0,63.0,23.2,7.3,8.6,9.9,1.9,14.6,15.9
1957-10-01,4.5,43.2,61.1,24.4,7.7,10.3,11.1,0.8,14.2,17.3
1957-11-01,5.7,36.3,37.2,28.9,5.9,13.6,13.7,0.0,15.2,21.2
1957-12-01,5.8,41.4,59.7,29.7,8.4,15.7,15.2,0.0,14.0,22.6
1958-01-01,5.3,48.4,108.9,29.1,9.6,16.6,16.6,0.0,12.5,22.9
1958-02-01,5.2,36.7,46.9,29.6,7.1,15.5,16.2,0.0,14.1,22.5
1958-03-01,4.3,34.7,39.8,28.4,6.3,14.1,15.4,0.0,14.3,21.3
1958-04-01,3.2,33.7,40.2,25.6,6.0,11.4,13.5,0.2,14.2,18.5
1958-05-01,2.4,26.9,36.6,22.4,5.1,7.3,10.3,3.3,15.1,14.8
1958-06-01,2.0,20.1,8.3,19.0,1.9,2.8,7.7,11.1,16.1,10.9
1958-07-01,2.4,16.1,3.3,20.7,0.8,3.7,8.0,9.7,17.0,12.2
1958-08-01,3.1,19.2,11.8,21.7,2.2,4.7,8.1,7.5,17.0,13.2
1958-09-01,3.9,33.3,30.0,23.3,4.7,8.0,9.7,2.3,15.3,15.6
1958-10-01,4.9,34.6,29.8,26.2,5.8,10.6,11.1,0.6,15.6,18.4
1958-11-01,5.5,39.0,59.3,28.5,7.8,13.7,13.7,0.0,14.8,21.1
1958-12-01,5.6,43.9,88.8,29.0,10.1,15.7,15.3,0.0,13.3,22.3
1959-01-01,5.5,41.5,68.3,29.0,8.3,15.1,15.0,0.0,13.9,22.0
1959-02-01,5.0,42.4,61.4,29.5,8.0,16.0,16.5,0.0,13.4,22.7
1959-03-01,4.3,34.1,39.1,28.5,6.2,14.0,15.2,0.0,14.4,21.2
1959-04-01,3.2,33.2,44.5,25.3,6.4,11.0,13.1,0.3,14.3,18.2
1959-05-01,2.2,33.8,55.6,20.1,6.4,6.3,9.8,4.8,13.8,13.2
1959-06-01,2.1,20.8,4.7,20.3,1.4,4.3,8.6,8.3,15.9,12.3
1959-07-01,2.2,25.5,24.9,19.6,4.2,4.5,8.4,8.0,15.1,12.0
1959-08-01,3.1,21.9,16.7,21.2,2.9,4.8,8.1,7.4,16.4,13.0
1959-09-01,4.2,26.8,14.3,24.7,2.9,7.6,9.3,2.6,17.1,16.1
1959-10-01,4.8,39.0,40.1,25.8,6.6,10.9,11.3,0.4,14.9,18.3
1959-11-01,5.4,42.0,47.7,27.9,6.8,13.6,13.4,0.0,14.3,20.7
1959-12-01,5.5,44.2,73.9,28.4,9.1,15.1,14.8,0.0,13.3,21.7
1960-01-01,5.7,40.5,46.0,29.8,6.9,15.5,15.2,0.0,14.4,22.6
1960-02-01,4.9,43.4,57.7,29.3,6.6,16.1,16.6,0.0,13.2,22.7
1960-03-01,4.1,41.4,59.0,27.7,8.0,14.3,15.6,0.0,13.3,21.0
1960-04-01,2.9,39.0,45.6,23.6,6.4,10.3,12.6,0.6,13.3,16.9
1960-05-01,2.3,28.3,21.1,21.0,4.0,6.2,9.5,4.9,14.8,13.6
1960-06-01,2.0,23.3,12.7,19.1,2.7,3.7,8.2,9.5,15.3,11.4
1960-07-01,2.2,19.5,9.8,19.1,2.4,2.7,7.4,11.8,16.4,10.9
1960-08-01,3.0,27.5,21.2,22.1,3.6,6.6,9.2,4.0,15.5,14.3
1960-09-01,4.0,33.1,19.5,24.4,3.3,8.9,10.0,1.3,15.5,16.7
1960-10-01,5.0,36.8,35.5,27.1,5.9,11.8,12.2,0.2,15.3,19.5
1960-11-01,5.3,45.3,67.8,27.7,8.0,14.1,13.7,0.0,13.6,20.9
1960-12-01,5.6,44.3,87.5,28.8,9.5,15.5,14.9,0.0,13.3,22.1
1961-01-01,5.6,42.3,55.6,29.6,8.0,15.6,15.2,0.0,13.9,22.6
1961-02-01,5.2,36.9,50.5,30.0,6.5,15.9,16.4,0.0,14.0,22.9
1961-03-01,3.9,48.7,90.5,27.3,9.7,15.4,16.4,0.0,11.9,21.3
1961-04-01,3.0,42.6,71.2,24.5,8.4,11.8,13.8,0.2,12.7,18.1
1961-05-01,2.2,36.2,35.5,20.7,5.5,7.2,10.6,3.3,13.4,13.9
1961-06-01,1.8,33.9,31.3,18.8,4.9,5.9,9.5,5.1,12.9,12.3
1961-07-01,2.1,28.0,22.5,19.6,3.8,5.1,9.0,6.9,14.5,12.3
1961-08-01,2.9,28.0,16.7,20.1,3.4,5.0,8.2,6.8,15.0,12.5
1961-09-01,4.0,33.2,24.1,24.5,3.9,9.1,10.3,1.2,15.5,16.8
1961-10-01,4.9,32.2,22.0,25.8,4.1,9.7,10.7,1.1,16.1,17.7
1961-11-01,5.2,46.4,67.4,27.4,8.2,13.9,13.5,0.0,13.5,20.6
1961-12-01,5.6,39.7,48.4,28.5,6.6,14.2,14.1,0.0,14.3,21.3
1962-01-01,5.6,41.7,50.2,30.1,7.3,16.2,16.1,0.0,13.9,23.1
1962-02-01,4.8,46.2,67.6,29.0,8.1,16.0,16.6,0.0,13.1,22.5
1962-03-01,4.2,37.7,57.0,28.2,7.7,14.2,15.4,0.0,14.0,21.1
1962-04-01,3.1,32.0,40.9,24.8,5.9,10.4,12.7,0.5,14.4,17.6
1962-05-01,2.5,22.4,7.6,22.1,1.9,6.2,9.6,4.9,15.9,14.1
1962-06-01,2.1,21.0,18.7,19.6,2.7,3.8,8.1,9.4,15.8,11.7
1962-07-01,2.3,18.2,6.8,20.1,1.7,3.5,7.8,10.1,16.5,11.8
1962-08-01,3.1,24.1,29.6,21.6,4.6,5.6,8.5,5.7,16.0,13.6
1962-09-01,4.2,27.2,9.7,25.2,2.7,8.3,9.7,2.0,16.9,16.7
1962-10-01,4.9,37.9,35.1,26.8,5.4,11.6,12.1,0.3,15.2,19.2
1962-11-01,5.0,48.2,86.2,26.7,9.8,13.6,13.9,0.0,13.1,20.1
1962-12-01,5.8,40.3,46.5,29.9,6.7,15.6,15.1,0.0,14.2,22.7
1963-01-01,5.1,54.2,104.8,28.5,11.2,16.6,15.8,0.0,11.9,22.5
1963-02-01,5.1,41.4,34.0,29.6,5.6,15.8,16.0,0.0,13.8,22.6
1963-03-01,4.0,44.5,80.6,27.0,8.8,13.8,14.7,0.0,13.1,20.4
1963-04-01,2.9,40.4,53.6,23.5,7.3,10.4,12.6,0.5,13.1,16.9
1963-05-01,2.3,30.6,19.0,21.0,4.0,6.5,9.6,4.3,14.4,13.7
1963-06-01,1.9,28.2,27.5,18.5,4.6,4.3,8.4,8.3,14.2,11.4
1963-07-01,2.0,30.9,33.1,17.4,4.9,3.5,7.8,10.1,13.8,10.4
1963-08-01,3.1,22.1,14.6,21.2,2.9,4.7,7.8,7.6,16.5,12.9
1963-09-01,4.3,30.0,6.4,26.1,2.3,9.9,10.5,0.6,16.2,18.0
1963-10-01,4.8,43.9,47.3,26.5,7.4,12.4,12.3,0.1,14.0,19.4
1963-11-01,5.0,51.8,71.4,27.3,8.9,14.7,14.3,0.0,12.6,21.0
1963-12-01,5.8,40.6,51.6,29.8,7.8,15.5,14.9,0.0,14.3,22.6
1964-01-01,5.8,39.2,64.3,30.3,7.2,16.1,15.8,0.0,14.2,23.2
1964-02-01,5.3,33.7,43.1,30.2,7.0,15.8,16.6,0.0,14.4,23.0
1964-03-01,4.3,38.5,45.3,29.5,6.8,15.6,16.9,0.0,13.9,22.5
1964-04-01,3.1,32.4,27.7,24.8,4.4,10.4,12.8,0.6,14.4,17.6
1964-05-01,2.5,23.2,7.3,22.7,2.0,7.0,10.1,3.8,15.7,14.8
1964-06-01,1.9,26.3,34.4,17.5,4.9,2.8,7.4,11.2,14.7,10.1
1964-07-01,2.2,19.5,5.8,18.5,1.3,2.2,7.1,12.9,16.3,10.3
1964-08-01,2.9,27.2,15.0,20.1,3.1,4.7,8.1,7.4,15.4,12.4
1964-09-01,3.9,34.8,27.6,23.3,4.5,8.2,9.6,2.1,15.1,15.7
1964-10-01,4.4,48.6,71.0,24.7,8.5,11.4,11.8,0.3,13.3,18.0
1964-11-01,5.2,42.0,40.9,27.0,7.0,12.8,13.0,0.1,14.2,19.9
1964-12-01,5.6,42.1,65.0,28.6,8.3,14.9,14.3,0.0,13.7,21.7
1965-01-01,5.6,42.3,51.3,29.9,7.2,16.2,15.9,0.0,13.7,23.0
1965-02-01,5.3,33.9,29.3,30.4,5.5,15.7,16.4,0.0,14.7,23.1
1965-03-01,4.3,35.1,34.6,28.5,6.2,14.2,15.2,0.0,14.3,21.3
1965-04-01,2.9,43.9,46.1,23.8,6.7,11.3,13.0,0.2,12.5,17.5
1965-05-01,2.4,23.7,16.6,22.1,2.7,6.4,9.7,4.5,15.7,14.2
1965-06-01,1.9,22.8,19.1,17.5,2.7,2.0,7.3,13.0,15.5,9.7
1965-07-01,2.2,25.3,19.8,19.0,3.9,4.0,7.9,9.1,15.0,11.5
1965-08-01,3.1,25.4,15.1,22.1,2.8,6.3,8.9,4.6,15.9,14.2
1965-09-01,4.0,33.5,17.8,24.4,3.7,9.2,10.1,1.0,15.2,16.8
1965-10-01,4.6,42.7,37.8,24.3,6.0,10.1,10.2,0.6,14.3,17.2
1965-11-01,5.1,45.2,58.1,26.8,7.9,13.2,13.5,0.0,13.6,20.0
1965-12-01,5.8,37.8,32.6,29.6,5.8,14.5,14.9,0.0,15.0,22.0
1966-01-01,5.5,46.5,89.3,30.8,9.7,17.5,17.7,0.0,13.3,24.1
1966-02-01,4.5,47.3,66.6,27.5,7.6,15.2,16.4,0.0,12.3,21.3
1966-03-01,4.4,32.0,17.2,28.8,4.6,14.1,15.0,0.0,14.8,21.4
1966-04-01,3.0,37.6,19.1,24.4,4.3,10.8,12.9,0.5,13.6,17.6
1966-05-01,2.4,25.4,18.1,22.1,2.8,6.6,9.8,4.2,15.5,14.3
1966-06-01,2.0,25.3,14.0,20.0,3.2,5.1,9.2,6.7,14.9,12.5
1966-07-01,2.2,20.5,7.7,19.2,1.5,3.2,7.9,10.8,16.0,11.2
1966-08-01,3.0,25.2,15.8,21.5,2.9,5.5,8.3,5.9,16.0,13.5
1966-09-01,3.8,34.2,22.8,23.2,4.5,8.1,9.7,2.1,15.1,15.6
1966-10-01,4.8,41.7,31.9,26.4,5.5,11.9,11.9,0.2,14.4,19.1
1966-11-01,5.4,41.3,39.7,28.3,6.2,13.9,13.9,0.0,14.4,21.1
1966-12-01,5.7,42.0,64.0,29.9,8.1,16.2,15.8,0.0,13.7,23.0
1967-01-01,5.3,45.5,97.6,29.1,9.5,16.1,16.2,0.0,13.1,22.6
1967-02-01,4.7,49.5,85.8,28.2,8.8,16.1,16.3,0.0,12.2,22.1
1967-03-01,3.9,46.6,71.2,26.8,8.9,14.3,15.4,0.0,12.5,20.5
1967-04-01,2.7,49.2,92.6,22.4,9.3,11.2,13.4,0.2,11.2,16.8
1967-05-01,2.2,34.4,42.5,21.1,5.9,7.5,10.5,2.9,13.6,14.3
1967-06-01,1.8,30.7,19.2,17.8,3.3,4.2,8.4,8.3,13.6,11.0
1967-07-01,2.1,23.2,14.1,17.7,2.6,2.2,7.3,13.0,15.5,9.9
1967-08-01,3.0,24.2,12.2,20.9,3.0,5.0,8.2,6.8,15.9,12.9
1967-09-01,4.1,30.1,10.0,24.4,2.4,8.3,9.7,1.9,16.2,16.3
1967-10-01,4.8,37.1,35.3,26.0,6.2,10.9,11.5,0.4,15.1,18.4
1967-11-01,5.3,44.5,53.8,27.9,7.8,14.0,13.8,0.0,13.9,20.9
1967-12-01,5.9,39.0,34.4,30.1,5.7,15.4,14.8,0.0,14.7,22.7
1968-01-01,5.9,35.8,32.4,30.9,5.4,15.9,15.9,0.0,15.0,23.4
1968-02-01,5.3,31.3,28.3,29.6,4.5,14.5,15.5,0.0,15.0,22.0
1968-03-01,3.8,48.9,80.8,26.5,9.2,14.4,15.4,0.0,12.1,20.4
1968-04-01,2.8,41.7,43.3,22.8,6.3,10.1,12.3,0.7,12.7,16.4
1968-05-01,2.1,39.1,34.3,20.2,5.4,7.6,10.5,2.9,12.7,13.9
1968-06-01,1.8,28.9,18.1,16.3,2.9,2.2,7.2,12.3,14.1,9.3
1968-07-01,2.2,22.8,9.6,19.1,1.8,3.6,8.0,10.1,15.6,11.3
1968-08-01,2.8,27.8,18.0,20.4,3.3,5.1,8.6,7.0,15.2,12.7
1968-09-01,4.0,31.5,20.9,23.9,3.5,7.9,9.5,2.3,16.0,15.9
1968-10-01,4.7,39.0,31.4,25.7,6.4,10.8,11.4,0.5,14.9,18.2
1968-11-01,5.3,40.9,45.3,27.3,6.5,12.9,12.7,0.1,14.4,20.1
1968-12-01,5.7,40.6,52.5,29.6,7.3,15.5,15.3,0.0,14.1,22.5
1969-01-01,6.0,34.9,35.2,31.7,5.5,16.6,16.7,0.0,15.1,24.1
1969-02-01,5.1,41.4,62.8,30.6,8.5,17.2,18.1,0.0,13.4,23.9
1969-03-01,3.9,48.0,86.1,27.2,9.4,15.3,16.6,0.0,11.9,21.2
1969-04-01,2.9,39.7,47.1,23.8,6.9,10.8,13.2,0.4,13.0,17.3
1969-05-01,2.2,33.8,32.0,21.0,4.3,7.0,10.2,3.4,14.0,14.0
1969-06-01,1.9,27.3,9.1,18.9,2.2,4.4,8.6,7.9,14.4,11.6
1969-07-01,2.3,21.2,8.0,20.0,1.8,4.0,8.2,9.0,16.0,12.0
1969-08-01,3.1,22.9,8.8,21.8,2.2,5.7,8.6,5.7,16.1,13.7
1969-09-01,3.9,32.9,21.4,23.2,3.7,7.7,9.3,2.6,15.5,15.4
1969-10-01,4.4,48.4,66.8,24.6,8.5,11.4,11.8,0.2,13.2,18.0
1969-11-01,5.4,40.0,37.6,28.0,6.2,13.3,13.4,0.0,14.7,20.6
1969-12-01,5.8,40.1,52.8,29.6,6.5,15.4,14.9,0.0,14.2,22.5
1970-01-01,5.8,39.3,36.9,31.1,6.1,16.7,16.7,0.0,14.5,23.9
1970-02-01,5.1,40.8,49.5,29.7,7.0,16.1,16.4,0.0,13.7,22.9
1970-03-01,4.5,30.3,18.9,29.4,4.2,14.2,15.4,0.0,15.2,21.8
1970-04-01,3.3,31.4,17.2,26.0,4.0,11.3,13.1,0.3,14.8,18.6
1970-05-01,2.4,32.5,23.2,21.9,4.4,7.9,10.3,2.4,14.0,14.8
1970-06-01,1.9,28.9,24.6,18.5,4.1,4.5,8.6,7.8,14.0,11.4
1970-07-01,2.1,22.9,15.2,18.7,3.2,3.2,7.9,10.9,15.6,10.9
1970-08-01,2.9,24.7,39.3,20.7,4.9,4.8,8.5,7.6,15.9,12.8
1970-09-01,4.0,32.1,23.2,24.0,3.7,8.3,9.9,2.1,15.7,16.1
1970-10-01,4.7,44.0,45.7,25.7,7.4,11.6,11.6,0.2,14.1,18.6
1970-11-01,5.3,40.3,41.0,27.8,6.2,13.2,13.7,0.1,14.6,20.5
1970-12-01,5.5,42.9,78.9,28.4,9.5,14.7,14.9,0.0,13.8,21.5
1971-01-01,5.3,46.8,82.5,29.0,8.7,16.2,16.2,0.0,12.8,22.6
1971-02-01,4.7,48.1,56.0,28.3,8.2,15.9,16.0,0.0,12.5,22.1
1971-03-01,4.3,37.7,51.6,28.7,7.4,14.8,16.0,0.0,13.9,21.7
1971-04-01,3.1,35.9,52.6,25.0,6.9,11.3,13.7,0.3,13.7,18.1
1971-05-01,2.3,34.0,37.7,21.0,5.3,7.1,10.1,3.3,13.9,14.0
1971-06-01,2.0,27.1,10.1,19.0,2.6,4.6,8.5,7.4,14.5,11.8
1971-07-01,2.1,27.4,32.6,18.7,4.7,4.1,8.1,8.5,14.6,11.4
1971-08-01,2.9,26.0,29.3,20.1,4.1,4.3,7.9,8.4,15.8,12.2
1971-09-01,3.9,33.6,13.0,23.7,2.5,8.2,10.0,2.4,15.5,15.9
1971-10-01,4.6,43.9,49.2,25.1,7.2,10.8,11.2,0.4,14.3,17.9
1971-11-01,5.1,44.3,53.7,26.7,6.9,12.8,12.7,0.1,13.9,19.7
1971-12-01,5.6,43.4,57.9,28.7,7.7,14.9,14.5,0.0,13.9,21.8
1972-01-01,5.2,51.1,115.6,29.0,11.1,16.7,16.3,0.0,12.3,22.8
1972-02-01,4.8,46.0,78.5,28.4,7.9,15.5,15.7,0.0,13.0,21.9
1972-03-01,3.7,51.6,87.4,26.6,9.3,14.8,16.0,0.0,11.8,20.7
1972-04-01,3.0,40.6,27.8,25.0,5.1,11.4,13.5,0.3,13.5,18.2
1972-05-01,2.4,28.7,23.7,21.4,3.4,6.5,9.7,4.5,14.9,13.9
1972-06-01,2.0,23.9,12.2,18.9,2.7,3.6,7.9,9.6,15.3,11.3
1972-07-01,2.3,18.9,7.1,19.9,1.6,3.3,7.6,10.6,16.6,11.6
1972-08-01,3.0,21.2,9.6,21.1,2.3,4.3,7.9,8.5,16.8,12.7
1972-09-01,4.1,30.0,11.4,24.7,3.1,8.1,9.5,2.0,16.6,16.4
1972-10-01,5.0,38.2,29.3,27.2,5.4,12.1,12.2,0.2,15.1,19.6
1972-11-01,5.5,42.2,47.2,28.7,6.7,14.2,13.6,0.0,14.4,21.4
1972-12-01,6.0,37.9,29.1,30.9,5.5,15.6,15.7,0.0,15.3,23.2
1973-01-01,5.9,36.9,38.1,31.4,5.7,16.4,16.7,0.0,15.0,23.9
1973-02-01,4.9,45.5,75.4,29.1,8.3,16.2,16.7,0.0,12.9,22.6
1973-03-01,4.1,43.1,57.6,28.8,8.2,15.8,17.3,0.0,13.0,22.3
1973-04-01,3.0,43.6,49.9,24.2,6.8,11.7,13.4,0.2,12.5,18.0
1973-05-01,2.3,28.9,10.7,21.4,2.4,6.7,10.0,4.2,14.7,14.0
1973-06-01,2.1,20.6,3.8,20.6,1.2,4.6,8.9,7.8,16.1,12.6
1973-07-01,2.2,22.5,17.7,19.5,3.4,4.0,8.1,8.9,15.5,11.8
1973-08-01,2.9,28.5,25.0,20.3,3.9,5.0,8.1,6.9,15.3,12.6
1973-09-01,3.8,33.1,45.0,23.1,5.1,7.4,9.6,3.2,15.7,15.2
1973-10-01,4.7,42.1,35.5,26.0,6.8,11.6,11.8,0.3,14.4,18.8
1973-11-01,5.2,46.1,56.3,27.0,7.8,13.4,13.1,0.0,13.6,20.2
1973-12-01,5.3,47.5,88.3,27.6,10.1,15.1,14.6,0.0,12.5,21.3
1974-01-01,5.0,55.8,136.8,28.6,12.0,16.9,16.6,0.0,11.6,22.7
1974-02-01,4.4,58.7,105.3,27.9,10.8,17.0,17.2,0.0,10.8,22.4
1974-03-01,3.7,53.6,92.6,26.5,9.8,14.7,15.7,0.0,11.7,20.6
1974-04-01,2.8,48.1,45.7,23.7,6.4,11.5,13.3,0.2,12.1,17.6
1974-05-01,2.3,34.1,35.3,20.9,4.9,7.1,10.0,3.4,13.8,14.0
1974-06-01,2.0,26.3,18.7,19.2,3.1,4.3,8.3,8.2,14.9,11.7
1974-07-01,2.2,22.6,10.9,19.3,1.9,3.4,8.0,10.3,15.9,11.3
1974-08-01,2.8,30.5,44.3,19.5,5.3,4.8,8.2,7.5,14.7,12.1
1974-09-01,3.9,33.0,16.0,23.0,3.3,7.4,9.1,2.6,15.6,15.2
1974-10-01,4.8,36.0,23.5,26.0,4.7,10.6,11.5,0.6,15.4,18.3
1974-11-01,5.0,49.8,80.6,26.8,9.3,13.8,13.7,0.0,13.0,20.3
1974-12-01,5.6,41.9,59.7,28.9,7.6,14.8,14.6,0.0,14.0,21.8
1975-01-01,5.5,42.3,87.8,29.4,9.9,15.7,15.6,0.0,13.7,22.6
1975-02-01,4.6,49.9,85.6,28.2,8.8,16.1,16.5,0.0,12.0,22.1
1975-03-01,3.7,49.2,71.6,25.9,8.6,13.9,15.2,0.0,12.0,19.8
1975-04-01,3.0,37.8,42.1,24.3,6.0,10.5,12.7,0.5,13.8,17.4
1975-05-01,2.4,27.7,24.9,21.8,4.7,6.7,10.3,4.4,15.1,14.2
