date,potential_evapotranspiration,cloud_cover,precipitation,maximum_temperature,rain_days,minimum_temperature,vapour_pressure,ground_frost_frequency,diurnal_temperature_range,mean_temperature
2000-02-01,4.6,52.9,116.6,28.8,10.1,17.3,17.6,0.0,11.5,23.0
2000-03-01,3.7,52.7,109.7,27.0,11.1,16.0,17.1,0.0,11.1,21.5
2000-04-01,3.0,36.6,42.2,23.9,6.2,11.1,13.1,0.3,12.8,17.5
2000-05-01,2.3,25.1,22.1,21.0,3.0,6.3,9.5,4.7,14.7,13.6
2000-06-01,2.1,23.3,10.4,20.3,2.6,4.9,8.7,7.3,15.4,12.5
2000-07-01,2.3,17.6,12.0,19.5,2.9,3.4,7.8,10.4,16.1,11.4
2000-08-01,3.2,20.3,6.4,22.9,1.7,6.0,8.7,5.1,16.9,14.4
2000-09-01,3.8,31.9,38.3,23.0,5.2,8.0,9.6,2.2,15.0,15.5
2000-10-01,4.9,39.6,42.8,26.6,6.8,12.0,11.9,0.2,14.6,19.3
2000-11-01,5.3,42.0,75.4,27.1,7.8,13.3,13.0,0.0,13.8,20.2
2000-12-01,5.8,38.1,65.0,29.4,7.9,15.3,14.7,0.0,14.1,22.3
2001-01-01,5.9,36.0,40.4,30.7,4.6,15.8,15.6,0.0,14.8,23.2
2001-02-01,4.9,46.4,58.1,29.7,6.9,16.3,16.7,0.0,13.4,22.9
2001-03-01,4.3,38.4,55.0,28.9,6.8,15.3,16.6,0.0,13.6,22.1
2001-04-01,2.8,47.3,52.6,23.8,8.4,12.3,14.1,0.1,11.5,18.0
2001-05-01,2.4,25.8,22.9,22.4,3.8,7.6,10.6,2.8,14.9,15.0
2001-06-01,2.1,22.3,9.0,20.4,2.6,4.9,8.7,6.9,15.5,12.6
2001-07-01,2.1,21.2,23.1,18.7,3.8,3.7,8.0,9.7,15.0,11.2
2001-08-01,3.0,24.2,23.9,21.4,3.3,5.6,8.6,5.9,15.8,13.5
2001-09-01,3.8,32.3,44.3,22.7,5.5,8.2,9.7,1.8,14.5,15.5
2001-10-01,4.8,43.0,47.3,26.8,8.0,12.8,12.7,0.1,14.0,19.8
2001-11-01,4.8,54.1,99.3,26.7,10.6,14.4,14.2,0.0,12.3,20.5
2001-12-01,5.6,39.4,82.2,28.6,9.9,15.3,14.9,0.0,13.3,21.9
2002-01-01,5.6,39.5,66.7,29.8,8.1,15.6,15.5,0.0,14.2,22.7
2002-02-01,5.2,39.8,50.9,30.1,6.3,16.1,16.5,0.0,14.0,23.1
2002-03-01,4.4,35.5,32.0,29.3,5.3,14.8,15.9,0.0,14.5,22.0
2002-04-01,3.4,32.7,32.6,27.1,4.8,12.0,13.8,0.2,15.1,19.5
2002-05-01,2.4,27.3,33.2,22.2,4.9,7.0,10.1,3.6,15.2,14.6
2002-06-01,1.9,26.7,16.4,18.4,3.8,4.1,8.3,8.6,14.3,11.2
2002-07-01,2.2,21.1,20.9,18.9,2.8,3.0,7.6,11.3,16.0,10.9
2002-08-01,2.9,31.8,34.2,21.2,4.9,6.6,9.0,4.3,14.7,13.9
2002-09-01,4.0,31.5,26.4,24.2,4.8,9.0,10.1,1.2,15.2,16.6
2002-10-01,5.1,34.7,23.5,27.2,5.9,11.5,11.7,0.3,15.8,19.3
2002-11-01,5.7,32.2,30.9,27.9,6.0,12.4,12.5,0.1,15.5,20.1
2002-12-01,5.6,44.5,67.0,29.5,9.0,15.9,15.4,0.0,13.7,22.7
2003-01-01,5.9,38.2,51.5,31.4,6.9,16.8,16.6,0.0,14.6,24.1
2003-02-01,5.2,44.0,47.7,30.9,7.9,17.4,17.9,0.0,13.5,24.1
2003-03-01,4.5,31.9,69.5,29.3,6.5,14.7,15.9,0.0,14.5,22.0
2003-04-01,3.4,32.8,24.0,27.1,4.1,12.9,14.3,0.1,14.2,20.0
2003-05-01,2.5,25.8,19.8,22.6,3.2,7.5,10.4,3.0,15.1,15.0
2003-06-01,2.1,24.0,13.6,19.4,3.2,3.8,8.1,9.2,15.6,11.6
2003-07-01,2.4,14.7,4.9,20.3,1.7,3.3,7.6,10.4,17.0,11.8
2003-08-01,2.9,22.5,18.9,20.3,3.7,4.2,7.8,8.4,16.1,12.2
2003-09-01,4.0,31.8,24.6,23.9,4.4,8.6,9.9,1.6,15.2,16.2
2003-10-01,5.0,40.1,39.3,27.1,6.3,12.3,12.2,0.2,14.9,19.7
2003-11-01,5.5,42.0,37.6,28.7,6.4,14.4,14.2,0.0,14.3,21.5
2003-12-01,6.0,35.5,40.0,30.3,6.0,15.5,15.1,0.0,14.8,22.9
2004-01-01,5.5,48.7,95.5,30.6,9.8,16.9,16.9,0.0,13.7,23.7
2004-02-01,4.9,48.1,75.9,30.1,8.6,17.4,17.9,0.0,12.7,23.7
2004-03-01,4.0,46.4,59.7,27.9,8.5,14.9,16.1,0.0,12.9,21.4
2004-04-01,3.2,32.8,37.5,25.4,5.2,12.3,14.2,0.1,13.1,18.8
2004-05-01,2.6,22.6,8.6,24.0,1.9,8.4,10.7,2.0,15.5,16.2
2004-06-01,2.1,24.3,10.9,20.2,2.6,5.2,8.9,6.5,15.0,12.7
2004-07-01,2.2,18.4,15.0,19.1,3.1,3.2,7.6,10.8,15.9,11.1
2004-08-01,3.2,23.6,13.2,22.8,2.4,6.8,9.1,4.0,16.0,14.7
2004-09-01,4.0,25.3,29.8,23.7,4.3,7.9,9.5,2.3,15.8,15.8
2004-10-01,4.9,37.4,32.4,26.9,5.8,12.2,12.3,0.1,14.7,19.5
2004-11-01,5.9,38.8,30.0,30.6,5.8,15.8,15.4,0.0,14.8,23.2
2004-12-01,5.9,39.2,79.4,30.5,8.5,16.4,15.9,0.0,14.1,23.4
2005-01-01,5.5,47.4,76.7,30.6,9.8,17.2,16.9,0.0,13.3,23.9
2005-02-01,5.2,42.1,60.7,30.9,7.0,17.3,17.9,0.0,13.5,24.1
2005-03-01,4.2,38.9,50.2,28.3,8.1,14.7,15.8,0.0,13.6,21.5
2005-04-01,3.1,37.0,48.7,24.7,6.9,11.6,13.5,0.2,13.1,18.1
2005-05-01,2.5,25.2,19.6,23.0,3.4,8.3,10.9,2.3,14.7,15.6
2005-06-01,2.1,21.9,11.8,20.5,2.8,4.8,8.6,7.5,15.7,12.6
2005-07-01,2.5,13.4,3.7,21.9,1.0,4.5,8.3,8.1,17.4,13.2
2005-08-01,3.2,25.0,10.1,22.6,2.5,6.0,8.7,5.5,16.6,14.2
2005-09-01,4.4,25.7,8.2,26.3,2.4,9.5,10.5,1.1,16.8,17.8
2005-10-01,5.1,35.1,22.2,27.5,5.8,11.8,12.1,0.3,15.7,19.7
2005-11-01,5.5,41.6,56.9,28.6,7.7,14.1,14.1,0.0,14.5,21.3
2005-12-01,6.0,33.3,44.0,29.6,6.3,14.9,14.6,0.0,14.8,22.2
2006-01-01,5.2,55.4,88.7,30.1,9.7,17.6,17.5,0.0,12.5,23.8
2006-02-01,4.5,56.8,108.5,29.2,10.2,17.5,18.2,0.0,11.6,23.3
2006-03-01,4.0,43.5,56.6,27.0,7.6,13.9,15.1,0.0,13.1,20.4
2006-04-01,3.1,36.8,45.7,24.9,7.3,11.6,13.5,0.2,13.4,18.2
2006-05-01,2.3,28.7,37.0,20.5,4.9,6.1,9.5,5.2,14.4,13.3
2006-06-01,2.1,19.9,8.9,20.4,2.4,4.4,8.4,8.2,16.0,12.4
2006-07-01,2.4,19.5,10.2,21.1,2.3,4.6,8.5,8.0,16.5,12.8
2006-08-01,2.9,28.4,41.5,20.4,6.0,5.7,8.6,5.7,14.7,13.0
2006-09-01,4.2,25.4,14.5,25.0,3.3,8.8,10.0,1.4,16.2,16.9
2006-10-01,4.9,41.6,40.8,27.3,7.6,12.5,12.6,0.1,14.8,19.9
2006-11-01,5.5,41.1,58.2,28.5,8.0,14.1,14.0,0.0,14.4,21.3
2006-12-01,5.9,39.6,76.5,30.2,8.3,15.7,15.3,0.0,14.5,22.9
2007-01-01,6.0,36.4,37.0,31.4,5.8,16.8,16.4,0.0,14.7,24.1
2007-02-01,5.5,33.8,29.5,31.6,5.4,16.8,17.3,0.0,14.8,24.2
2007-03-01,4.5,33.1,58.0,29.4,7.0,14.6,15.7,0.0,14.8,21.9
2007-04-01,3.3,32.9,41.8,26.3,6.0,12.7,14.3,0.1,13.7,19.5
2007-05-01,2.6,19.8,16.4,23.4,2.2,7.0,10.0,3.7,16.4,15.2
2007-06-01,2.1,24.0,23.1,20.1,3.7,4.7,8.7,7.5,15.4,12.4
2007-07-01,2.3,16.6,13.1,20.0,2.1,3.5,7.8,10.0,16.5,11.8
2007-08-01,3.2,20.1,9.9,22.2,2.7,5.4,8.4,6.3,16.8,13.8
2007-09-01,4.3,27.0,28.1,26.2,4.0,9.7,10.6,0.9,16.5,17.9
2007-10-01,4.6,45.8,58.1,25.6,8.7,12.1,12.2,0.2,13.5,18.8
2007-11-01,5.3,43.1,67.0,27.5,7.3,13.3,13.4,0.0,14.1,20.4
2007-12-01,5.6,41.1,64.8,28.8,9.1,15.6,15.1,0.0,13.2,22.2
2008-01-01,5.3,51.3,81.6,29.8,9.9,17.2,16.9,0.0,12.6,23.5
2008-02-01,5.2,42.0,47.8,30.6,9.0,16.9,17.4,0.0,13.7,23.7
2008-03-01,4.2,40.8,54.0,28.5,7.8,14.8,15.9,0.0,13.7,21.6
2008-04-01,3.3,27.4,24.7,25.6,5.5,10.4,12.3,0.6,15.3,18.0
2008-05-01,2.5,32.7,26.4,23.3,4.2,9.3,11.5,1.2,14.0,16.3
2008-06-01,2.0,28.1,22.0,20.2,4.7,5.4,9.1,6.1,14.8,12.8
2008-07-01,2.3,21.2,15.1,20.2,2.6,4.7,8.5,7.7,15.5,12.4
2008-08-01,3.2,21.4,12.3,22.7,2.6,6.5,9.0,4.4,16.3,14.6
2008-09-01,4.0,25.2,15.9,23.6,3.0,7.4,9.3,3.2,16.2,15.5
2008-10-01,5.1,35.2,26.3,27.5,5.0,12.0,12.1,0.2,15.5,19.7
2008-11-01,5.4,44.5,72.2,28.5,9.1,14.6,14.5,0.0,13.9,21.5
2008-12-01,5.9,39.7,60.1,30.5,7.5,16.5,16.0,0.0,14.1,23.5
2009-01-01,5.6,45.5,76.4,30.6,8.7,16.8,16.7,0.0,13.8,23.7
2009-02-01,4.7,52.4,90.6,29.4,10.9,17.1,17.7,0.0,12.3,23.3
2009-03-01,4.3,35.7,33.0,28.7,5.4,14.6,15.6,0.0,14.0,21.6
2009-04-01,3.4,31.2,20.0,26.8,4.7,12.4,13.9,0.1,14.5,19.6
2009-05-01,2.4,28.3,17.6,22.7,4.3,8.1,10.9,2.3,14.6,15.4
2009-06-01,1.9,32.6,27.8,19.8,4.6,6.1,9.7,4.9,13.6,12.9
2009-07-01,2.2,22.4,13.6,19.5,3.6,4.2,8.2,8.7,15.3,11.8
2009-08-01,3.2,22.6,14.4,22.5,2.7,6.3,8.9,4.7,16.3,14.4
2009-09-01,4.2,29.1,20.7,25.0,4.3,8.8,10.0,1.6,16.1,16.9
2009-10-01,4.8,42.2,48.3,26.8,8.1,12.7,12.6,0.1,14.1,19.7
2009-11-01,5.4,41.5,70.3,27.7,8.9,13.3,13.2,0.1,14.4,20.5
2009-12-01,6.1,34.4,52.8,30.2,8.0,15.3,14.8,0.0,14.9,22.8
2010-01-01,5.3,53.6,95.4,30.1,10.4,17.2,17.0,0.0,12.9,23.6
2010-02-01,5.2,41.5,65.6,30.7,7.9,16.9,17.3,0.0,13.8,23.8
2010-03-01,4.5,35.2,46.4,29.8,7.6,15.7,16.8,0.0,14.1,22.7
2010-04-01,3.1,39.0,35.3,25.8,7.2,12.1,14.0,0.1,13.6,18.9
2010-05-01,2.5,29.5,22.4,23.4,4.1,8.8,11.3,1.8,14.6,16.1
2010-06-01,2.1,21.4,13.6,20.1,2.8,3.9,8.2,9.0,16.2,12.0
2010-07-01,2.4,22.5,10.9,21.1,2.2,5.2,8.5,6.7,16.0,13.1
2010-08-01,3.2,18.3,8.5,22.7,1.9,6.0,8.7,5.0,16.7,14.3
2010-09-01,4.3,28.3,10.5,26.0,2.7,9.3,10.3,1.1,16.8,17.6
2010-10-01,5.0,38.9,35.0,27.0,6.0,11.5,11.8,0.3,15.4,19.2
2010-11-01,5.5,41.8,56.5,28.8,8.2,14.1,13.9,0.0,14.7,21.5
2010-12-01,5.7,41.1,87.3,29.4,10.3,15.7,15.3,0.0,13.7,22.5
2011-01-01,5.2,52.5,95.6,29.4,10.7,17.0,16.8,0.0,12.4,23.2
2011-02-01,4.9,47.8,68.6,29.8,8.5,17.0,17.3,0.0,12.8,23.4
2011-03-01,4.3,39.9,67.9,29.6,8.0,16.0,16.9,0.0,13.6,22.8
2011-04-01,3.1,37.7,56.1,24.8,8.3,11.3,13.3,0.3,13.5,18.0
2011-05-01,2.4,32.8,44.6,22.2,5.9,8.0,10.7,2.5,14.3,15.1
2011-06-01,2.0,25.2,36.4,19.3,4.7,3.9,8.3,9.0,15.4,11.6
2011-07-01,2.2,22.0,21.1,19.0,3.3,3.2,7.7,10.7,15.7,11.1
2011-08-01,3.1,21.3,19.6,21.9,4.0,5.2,8.2,6.5,16.8,13.5
2011-09-01,4.3,24.4,9.6,25.6,2.4,8.6,9.9,1.6,17.0,17.1
2011-10-01,5.1,33.2,31.0,27.1,5.1,10.9,11.2,0.4,16.2,18.9
2011-11-01,5.6,35.6,52.8,28.2,7.4,12.5,12.8,0.1,15.7,20.3
2011-12-01,5.7,42.0,59.5,29.1,7.5,15.2,14.8,0.0,13.9,22.2
2012-01-01,6.1,37.6,48.8,32.0,7.5,17.2,16.7,0.0,14.9,24.6
2012-02-01,5.1,43.1,64.2,30.5,8.0,16.5,17.1,0.0,14.0,23.5
2012-03-01,4.5,35.1,58.2,29.7,8.8,14.9,15.9,0.0,14.8,22.3
2012-04-01,3.3,28.7,26.7,25.6,4.7,10.3,12.4,0.8,15.4,17.9
2012-05-01,2.6,21.7,6.6,23.7,2.0,7.4,10.3,3.2,16.3,15.5
2012-06-01,2.0,26.5,26.7,19.8,4.0,4.6,8.7,7.7,15.2,12.2
2012-07-01,2.2,24.3,23.6,19.6,3.7,4.0,8.2,9.3,15.7,11.8
2012-08-01,3.1,24.4,15.4,21.7,2.7,5.7,8.6,5.9,16.0,13.7
2012-09-01,4.0,27.6,30.5,23.7,5.0,7.6,9.4,2.7,16.0,15.6
2012-10-01,4.9,38.8,65.9,26.4,8.4,11.4,11.7,0.3,15.1,18.9
2012-11-01,5.7,35.8,38.4,29.1,6.7,13.8,13.6,0.0,15.3,21.4
2012-12-01,5.7,44.7,81.7,29.6,9.1,15.8,15.3,0.0,13.8,22.7
2013-01-01,5.9,39.8,63.6,31.4,8.3,16.8,16.5,0.0,14.5,24.1
2013-02-01,5.5,33.9,42.2,31.4,5.8,16.1,16.9,0.0,15.3,23.7
2013-03-01,4.4,36.9,56.8,29.8,7.7,15.1,16.5,0.0,14.7,22.4
2013-04-01,3.3,27.2,36.1,25.6,4.7,10.6,12.7,0.6,15.0,18.1
2013-05-01,2.6,22.0,10.7,23.7,2.5,7.7,10.5,3.0,16.0,15.7
2013-06-01,2.1,18.8,13.9,20.0,2.5,5.0,8.9,6.8,15.0,12.5
2013-07-01,2.3,20.2,10.1,20.8,3.2,4.5,8.4,8.1,16.2,12.6
2013-08-01,3.0,22.4,17.9,21.3,3.0,4.9,8.2,7.3,16.4,13.0
2013-09-01,4.1,25.5,11.5,24.2,2.6,7.6,9.3,2.9,16.6,15.9
2013-10-01,5.0,34.3,39.4,26.7,7.3,11.1,11.5,0.3,15.6,18.9
2013-11-01,5.7,36.0,55.1,29.0,7.3,14.0,13.9,0.0,15.0,21.5
2013-12-01,5.6,43.7,87.2,29.1,9.6,15.9,15.3,0.0,13.2,22.5
2014-01-01,5.7,44.5,61.3,31.3,8.3,17.8,17.3,0.0,13.5,24.5
2014-02-01,5.0,46.9,78.1,30.2,9.0,17.6,18.0,0.0,12.6,23.9
2014-03-01,4.1,42.9,37.0,28.0,6.2,15.0,16.3,0.0,13.0,21.5
2014-04-01,3.3,28.9,41.1,25.8,5.7,11.0,13.0,0.4,14.8,18.4
2014-05-01,2.6,25.6,18.6,23.9,3.9,8.3,10.9,2.2,15.6,16.1
2014-06-01,2.1,19.5,11.8,20.2,2.6,3.8,8.3,9.3,16.4,12.0
2014-07-01,2.3,18.0,11.2,20.1,2.0,3.7,8.0,9.8,16.4,11.9
2014-08-01,3.1,27.1,19.2,22.1,3.6,6.5,9.1,4.3,15.5,14.3
2014-09-01,4.3,28.2,18.2,26.1,3.1,9.2,10.3,1.2,17.0,17.6
2014-10-01,5.2,33.4,25.6,27.9,4.8,12.1,12.1,0.1,15.8,20.0
2014-11-01,5.2,45.6,68.0,27.3,8.8,13.6,13.5,0.0,13.7,20.4
2014-12-01,5.8,41.1,79.7,29.9,8.7,15.9,15.4,0.0,14.0,22.9
2015-01-01,5.9,41.3,44.5,31.6,7.8,17.1,16.7,0.0,14.5,24.3
2015-02-01,5.4,35.1,43.0,30.5,5.6,15.5,16.0,0.0,15.1,23.0
2015-03-01,4.4,36.7,59.0,29.6,8.2,15.3,16.4,0.0,14.3,22.5
2015-04-01,3.1,36.5,40.3,25.4,5.3,11.8,13.8,0.2,13.6,18.5
2015-05-01,2.7,22.1,8.9,25.2,2.3,8.5,10.9,2.0,16.7,16.8
2015-06-01,2.0,26.8,28.7,19.7,4.4,4.8,8.8,7.4,14.9,12.2
2015-07-01,2.2,27.1,22.9,19.7,4.3,4.9,8.5,7.2,14.8,12.3
2015-08-01,3.3,24.9,14.4,24.0,2.9,7.0,9.3,3.7,17.0,15.5
2015-09-01,4.1,33.7,26.6,25.2,4.6,9.8,10.6,0.8,15.4,17.5
2015-10-01,5.4,32.5,28.0,28.9,5.1,12.9,12.8,0.1,16.0,20.9
2015-11-01,5.7,34.1,45.3,28.6,6.4,13.2,13.2,0.1,15.4,20.8
2015-12-01,6.3,35.1,30.7,32.0,5.6,16.9,16.3,0.0,15.1,24.5
2016-01-01,5.8,45.7,73.9,31.7,8.7,18.0,17.5,0.0,13.6,24.8
2016-02-01,5.4,37.3,43.4,31.6,6.9,17.2,17.7,0.0,14.4,24.4
2016-03-01,4.4,35.7,61.6,29.5,7.6,15.1,16.3,0.0,14.4,22.3
2016-04-01,3.3,32.4,27.9,26.4,5.0,12.3,14.1,0.1,14.2,19.3
2016-05-01,2.5,28.7,27.2,23.1,4.8,8.1,10.6,2.3,15.0,15.6
2016-06-01,2.2,25.8,10.9,21.3,2.7,5.6,9.0,5.7,15.7,13.5
2016-07-01,2.3,22.9,21.2,19.9,3.9,4.2,8.2,8.8,15.7,12.0
2016-08-01,3.3,19.5,10.9,23.8,3.4,6.4,9.0,4.4,17.4,15.1
2016-09-01,4.1,31.1,19.3,24.9,3.7,8.9,10.0,1.4,16.0,16.9
2016-10-01,5.3,29.9,29.2,28.0,4.7,11.4,11.7,0.3,16.6,19.7
2016-11-01,5.7,41.3,52.9,29.8,8.1,14.9,14.5,0.0,15.0,22.3
2016-12-01,6.2,36.6,64.1,31.8,7.4,16.7,16.2,0.0,15.1,24.2
2017-01-01,5.4,47.0,88.0,29.8,10.6,16.7,16.5,0.0,13.1,23.2
2017-02-01,4.7,53.2,82.8,29.8,9.6,17.6,18.1,0.0,12.2,23.7
2017-03-01,4.6,29.9,31.6,29.9,5.4,14.7,15.7,0.0,15.2,22.2
2017-04-01,3.4,31.7,33.1,26.8,5.9,12.2,13.9,0.1,14.7,19.5
2017-05-01,2.6,24.7,14.5,24.1,2.7,8.2,11.0,2.3,15.8,16.1
2017-06-01,2.2,21.2,9.2,21.4,1.9,4.8,8.9,7.4,16.6,13.1
2017-07-01,2.5,16.0,6.4,21.5,2.3,4.3,8.3,8.7,17.3,12.9
2017-08-01,3.2,22.6,13.1,22.3,2.4,5.6,8.5,6.1,16.7,13.9
2017-09-01,4.4,29.2,15.5,26.6,3.2,9.8,10.7,0.7,16.8,18.2
2017-10-01,4.9,36.2,42.2,26.1,6.8,10.9,11.4,0.5,15.2,18.5
2017-11-01,5.7,36.5,51.5,28.5,6.8,13.1,13.0,0.0,15.4,20.8
2017-12-01,5.9,38.6,57.3,29.9,8.5,15.3,14.9,0.0,14.6,22.6
2018-01-01,6.0,38.5,51.5,31.5,6.6,16.8,16.4,0.0,14.7,24.1
2018-02-01,5.0,47.0,79.5,30.2,9.1,16.9,17.5,0.0,13.3,23.5
2018-03-01,4.2,42.5,60.5,28.8,8.1,15.2,16.5,0.0,13.6,22.0
2018-04-01,3.2,39.0,35.2,26.4,6.0,12.9,14.8,0.1,13.5,19.6
2018-05-01,2.6,27.0,20.2,23.7,4.3,8.3,10.7,2.3,15.4,16.0
2018-06-01,2.2,21.6,6.9,21.3,1.8,5.2,9.1,6.8,16.2,13.2
2018-07-01,2.4,21.7,10.1,20.9,2.7,5.4,8.6,6.6,15.5,13.1
2018-08-01,3.1,25.0,17.7,21.3,2.8,5.1,8.0,7.2,16.2,13.2
2018-09-01,4.1,27.9,20.7,24.3,3.9,7.7,9.5,2.7,16.6,16.0
2018-10-01,5.2,33.3,29.2,28.1,4.9,12.4,12.3,0.1,15.7,20.2
2018-11-01,5.8,35.0,28.1,29.2,5.4,13.6,13.4,0.0,15.7,21.4
2018-12-01,6.2,35.6,42.4,31.4,7.0,16.4,15.7,0.0,15.0,23.9
2019-01-01,6.0,38.1,53.3,31.7,6.8,16.9,16.7,0.0,14.8,24.3
2019-02-01,5.2,42.9,65.0,30.8,8.8,17.4,17.8,0.0,13.4,24.1
2019-03-01,4.5,35.8,47.9,30.3,5.9,16.3,17.4,0.0,14.1,23.3
2019-04-01,3.3,37.9,49.5,26.7,7.3,13.0,14.6,0.1,13.7,19.8
2019-05-01,2.6,26.9,12.9,24.7,2.8,9.6,11.6,1.0,15.1,17.1
2019-06-01,2.3,17.3,8.3,22.0,1.9,4.9,8.9,7.3,17.1,13.4
2019-07-01,2.5,15.6,11.7,22.1,2.3,4.9,8.4,7.4,17.3,13.5
2019-08-01,3.3,18.4,6.4,23.5,1.7,6.4,9.0,4.7,17.1,14.9
2019-09-01,4.4,26.5,12.6,26.4,2.8,9.7,10.6,0.7,16.6,18.0
2019-10-01,5.3,32.4,18.6,28.1,4.0,12.3,12.2,0.2,15.8,20.1
2019-11-01,5.9,35.9,46.6,30.1,5.7,14.9,14.6,0.0,15.2,22.5
2019-12-01,5.6,44.0,65.1,29.4,7.9,15.6,15.2,0.0,13.9,22.5
2020-01-01,5.6,45.9,71.7,31.0,8.9,17.5,17.4,0.0,13.4,24.2
2020-02-01,4.9,48.7,80.9,30.1,9.5,17.5,18.1,0.0,12.6,23.8
2020-03-01,4.3,38.2,55.0,29.1,7.2,15.3,16.4,0.0,13.9,22.2
2020-04-01,3.1,37.5,32.6,25.5,5.8,11.8,13.7,0.2,13.7,18.7
2020-05-01,2.6,20.1,9.6,24.0,2.0,7.3,10.3,3.3,16.6,15.6
2020-06-01,2.1,21.7,12.1,20.7,2.3,5.3,9.1,6.3,15.4,13.0
2020-07-01,2.4,16.9,11.4,20.7,2.5,4.1,8.1,8.7,16.6,12.4
2020-08-01,3.0,22.0,14.1,21.0,3.0,4.7,8.1,7.7,16.3,12.8
2020-09-01,4.1,28.7,21.2,24.8,4.6,8.7,10.0,1.6,16.2,16.7
2020-10-01,5.1,38.5,37.1,27.9,6.5,12.6,12.5,0.1,15.3,20.2
2020-11-01,5.4,43.8,62.8,28.5,8.1,14.4,14.2,0.0,14.1,21.4
2020-12-01,5.7,44.9,67.6,29.6,8.1,16.1,15.3,0.0,13.4,22.8
2021-01-01,5.3,50.8,110.8,29.6,10.1,17.1,16.9,0.0,12.5,23.4
2021-02-01,5.0,44.8,70.2,29.8,7.7,16.4,16.9,0.0,13.4,23.1
2021-03-01,4.3,38.5,45.0,29.0,6.1,14.6,15.8,0.0,14.4,21.8
2021-04-01,3.4,32.3,26.8,27.0,3.8,12.8,14.0,0.0,14.2,19.9
2021-05-01,2.6,21.9,12.0,23.6,2.7,7.5,10.2,3.2,16.1,15.5
2021-06-01,2.2,24.0,13.6,21.8,2.7,5.8,9.2,5.8,16.0,13.8
2021-07-01,2.3,17.8,10.3,19.6,2.2,2.7,7.5,11.8,16.8,11.1
2021-08-01,3.1,24.1,20.8,21.7,3.8,5.2,8.4,6.7,16.5,13.4
2021-09-01,4.2,28.9,14.0,25.6,2.7,9.1,10.1,1.3,16.5,17.3
2021-10-01,4.7,39.9,36.6,25.8,6.7,11.1,11.5,0.4,14.6,18.4
2021-11-01,5.3,41.2,59.0,27.5,8.8,12.9,13.1,0.1,14.7,20.2
2021-12-01,5.3,47.4,119.1,28.1,11.3,14.9,14.7,0.0,13.2,21.5
2022-01-01,5.5,45.8,61.4,30.2,8.3,16.8,16.7,0.0,13.4,23.5
2022-02-01,5.1,43.0,50.1,30.4,8.3,16.6,17.2,0.0,13.8,23.5
2022-03-01,4.0,44.0,80.1,27.9,9.3,15.0,16.1,0.0,12.9,21.4
2022-04-01,3.0,38.2,59.7,24.4,7.2,11.0,13.2,0.4,13.4,17.7
2022-05-01,2.5,24.4,31.0,23.3,4.7,7.2,10.3,3.5,16.0,15.2
2022-06-01,2.2,23.7,28.3,20.9,3.4,4.9,8.8,7.1,16.0,12.9
2022-07-01,2.4,23.0,8.9,21.1,3.4,5.0,8.7,7.1,16.0,13.0
2022-08-01,3.1,23.3,17.0,22.2,4.0,5.5,8.5,6.2,16.7,13.8
2022-09-01,4.3,30.4,21.0,26.0,4.2,9.3,10.4,1.1,16.7,17.6
2022-10-01,5.3,37.2,26.3,29.3,5.7,13.7,13.3,0.0,15.6,21.5
2022-11-01,5.4,42.7,50.6,28.3,7.0,13.7,13.8,0.0,14.6,21.0
2022-12-01,5.6,43.1,89.4,29.1,10.4,15.5,15.1,0.0,13.6,22.2
