datetime,tempmax,tempmin,temp,dew,humidity,precip,precipprob,sealevelpressure,cloudcover,visibility,solarradiation,uvindex
2024-05-13,22,12.1,16.3,9.4,65.2,0,0,1027.1,30.9,11.1,151.6,7
2024-05-14,20.8,10.6,14.9,10.2,75.3,0.2,100,1028.5,46.4,11.3,122.5,8
2024-05-15,24.1,10.1,16.5,5.7,54.2,0,0,1029.2,19,11.2,186.8,7
2024-05-16,24.9,9.4,16.6,2.3,41.4,0,0,1029.7,1.7,11.5,175.8,7
2024-05-17,26.3,12.1,18.3,1.9,36.4,0,0,1027.1,0,11.7,183.5,7
2024-05-18,24.8,10.8,17.7,1.4,35.3,0,0,1027.1,2.5,11.2,177.7,7
2024-05-19,23.9,8.3,15.8,2.5,43.9,0,0,1028.1,0,11.5,177,7
2024-05-20,24.9,8.6,16,2.8,46.2,0,0,1029.4,0,11.5,176.4,7
2024-05-21,25.9,8.5,16.4,2.1,42.3,0,0,1030.1,0.8,10.9,176.4,7
2024-05-22,23.6,8.3,14.7,5.5,56.6,0,0,1028.9,0,11.4,175.2,7
2024-05-23,21.7,6.3,13,5,61.8,0,0,1027.4,0,11.3,172.5,7
2024-05-24,23.9,6.7,14.1,1.4,48,0,0,1026.8,0,11.9,177.8,6
2024-05-25,21.9,7,13.4,2.8,51.7,0,0,1027.8,0,11.6,169,6
2024-05-26,22.8,7.4,14.2,0.9,44.3,0,0,1027.5,0,11.5,174.7,6
2024-05-27,22.9,6.6,14.1,-1.2,38.9,0,0,1029.9,2.2,11.4,167.6,6
2024-05-28,21,6.4,13.3,3.6,55.3,0,0,1030.9,14.6,11.3,164.2,6
2024-05-29,21.8,7,13.3,2.2,50.9,0,0,1027.3,0,11.1,161.8,6
2024-05-30,19.9,5.7,12.7,2.4,52.2,0,0,1023.4,0,11.2,159.3,6
2024-05-31,21.7,6,13.9,1.4,45.4,0,0,1022.5,0,11.6,165.3,6
2024-06-01,21.9,9.4,14.3,1.5,43.7,0,0,1022.1,14.1,11.5,157.3,6
2024-06-02,19.3,8.6,12.8,5.3,63.4,0.337,100,1019.4,33,11.2,88.4,8
2024-06-03,15.1,3.9,11,2.1,58.7,0,0,1016.2,29.7,11.3,131.7,6
2024-06-04,14.9,-0.7,7,-3.2,52.6,0,0,1020.5,0,11.5,172.1,6
2024-06-05,18,3.5,9.4,-2.9,46,0,0,1020.3,0,11.6,172.4,6
2024-06-06,22.3,3.6,12.4,-5.2,33.1,0,0,1019.7,0,11.3,158.8,6
2024-06-07,14.9,3.3,8.1,-0.1,57.8,0,0,1027.1,14.6,11.4,166.4,6
2024-06-08,15.7,4.8,9,1.2,59.8,0,0,1033.1,7.8,11,159.1,6
2024-06-09,15.9,3,8.3,0.3,60.4,0,0,1033.9,2.6,12,160.6,6
2024-06-10,16.9,1.2,8.6,-0.8,56.4,0,0,1033.8,0,11.5,163.4,6
2024-06-11,16,0.3,8.9,-1,53.7,0,0,1032.6,5.4,11.2,166.8,6
2024-06-12,18.6,3.1,9.5,-0.7,52.4,0,0,1030,2.9,11.5,164.6,6
2024-06-13,20.8,3.3,11.4,-0.7,47.1,0,0,1029.7,0.8,11.5,158.2,6
2024-06-14,20.7,4.8,12.1,-1,44,0,0,1029.6,0,11.2,166.4,6
2024-06-15,21.8,4.9,12.3,-1.2,43.1,0,0,1028.1,0,11.4,163.1,6
2024-06-16,19.9,4.2,11,-0.4,48.8,0,0,1028.1,0,10.7,154.1,6
2024-06-17,18.9,4.3,10.9,1.5,56.4,0,0,1026.8,0.8,11.1,146.5,6
2024-06-18,20.9,5.2,12.8,0.7,48.1,0,0,1023.4,0.2,11.6,158.2,6
2024-06-19,22,6.5,13.5,-2.6,36.2,0,0,1023.7,0,11.1,159.2,6
2024-06-20,21.8,5.4,12.8,-5.3,30.9,0,0,1028.5,0,11.2,152.8,6
2024-06-21,18.9,5.4,11.2,2.7,60,0,0,1031.3,0.1,10.6,156.7,6
2024-06-22,22,4.5,12,0.3,49.3,0,0,1030.8,0,11.4,151.3,6
2024-06-23,19.8,7.6,12.1,2.4,54.7,0,0,1033.2,0,11.4,156.5,6
2024-06-24,18.9,5.3,11.1,3.6,63.9,0,0,1033.1,3,10.9,152.2,6
2024-06-25,18.1,5.1,10.8,1.9,58.3,0,0,1031.9,18.5,12.6,156.7,7
2024-06-26,18.1,6,11.6,1.5,53.1,0,0,1032.4,7.6,10.5,147.1,6
2024-06-27,16,7,11.1,4.7,66.5,0,0,1033.9,50.7,9.3,150.1,6
2024-06-28,18,4.1,11,2.9,59.9,0,0,1030.9,29.8,11.1,134.1,6
2024-06-29,15.9,6.6,10.6,4.6,67.2,0,0,1026.2,44.1,11.1,83,6
2024-06-30,19.6,4.8,11.4,3,61.1,0,0,1024.9,26.9,11.2,135.5,6
2024-07-01,20.7,6.3,12.6,0.9,48.4,0,0,1026.6,12.1,11.4,130.5,6
2024-07-02,19.9,6.6,12.7,0.6,45.7,0,0,1026.4,7.3,11.6,150.1,6
2024-07-03,20.9,5.9,12.8,0.2,44.5,0,0,1023.1,0.6,11.3,150.8,6
2024-07-04,16.4,4.3,10.6,-4,36.8,0,0,1022.8,0,11.3,163.5,6
2024-07-05,19.5,3,9.8,-8.5,33.1,0,0,1024.3,0,11.1,170.8,6
2024-07-06,17,-0.3,7.7,-9.2,34.8,0,0,1024.3,0,11.6,176.2,6
2024-07-07,18.9,0.6,10,-12.3,23,0,0,1018.7,0.2,11.3,166.8,6
2024-07-08,10.8,1.4,6.3,-6.6,42,0,0,1018.9,4.2,11.8,169.2,6
2024-07-09,14.5,-0.5,5.3,-10.3,34.8,0,0,1024.4,0.1,11.6,169.6,6
2024-07-10,21.5,0.9,10,-10.6,25.1,0,0,1025.5,0,11.4,169,6
2024-07-11,22.8,2.7,12.3,-11.2,21.3,0,0,1025.1,0,11.5,173.3,6
2024-07-12,22.9,3,12.3,-12.2,19.1,0,0,1024.4,0,11.5,165,6
2024-07-13,22.9,4.3,13,-10.9,20.2,0,0,1025,0,10.8,168.8,6
2024-07-14,23.8,6.3,14,-8.5,22,0,0,1024.7,0,10.7,160.8,6
2024-07-15,18.9,1.4,9.9,-6.8,34.7,0,0,1025.7,0,11.5,171.1,6
2024-07-16,21.4,3.1,11.1,-7.8,28.5,0,0,1024.4,0,11.4,168.2,6
2024-07-17,23.8,4.8,12.9,-5.1,31.7,0,0,1025,0,11.3,172.1,6
2024-07-18,23.9,4.6,13.6,-4.9,31.5,0,0,1025.4,0,11.5,168.8,6
2024-07-19,22.8,5.5,13.7,-6.7,25.7,0,0,1023.2,0.2,11.5,165.6,6
2024-07-20,21.8,5.1,13,-6.2,28.5,0,0,1023,29.2,11.2,153.3,6
2024-07-21,19.8,2.4,10.5,-11.2,23.8,0,0,1024.7,12,11.4,175.2,7
2024-07-22,22.5,4.6,12.4,-2.7,36.2,0,0,1025.5,0.2,11.6,157.4,6
2024-07-23,23.8,5.7,13.9,-1.1,37.3,0,0,1027.1,0.6,11.5,160.6,6
2024-07-24,23,6.9,13.9,-10.2,21.7,0,0,1024.7,0.2,11.6,182.9,7
2024-07-25,21.7,3.5,11.6,-11,21.3,0,0,1023,0,11.3,182.2,7
2024-07-26,21.6,2.8,11.4,-2.9,38.7,0,0,1021.8,0.1,11.4,177.2,7
2024-07-27,21.7,4.6,12.9,-1.8,38.8,0,0,1021.6,4.8,11,173.2,6
2024-07-28,19.8,7.5,12.2,-12.2,17.8,0,0,1021.5,3.9,11.2,181.3,7
2024-07-29,19.5,0.2,9.2,-8.4,34.3,0,0,1022.6,0,11.4,186.8,7
2024-07-30,19.8,1.5,10.3,-5,35.6,0,0,1022.5,6.2,11.5,164.4,7
2024-07-31,19.8,5,12.4,1.6,49.2,0,0,1025.8,14.5,11.5,135.2,6
2024-08-01,15.3,9.1,12.2,6.3,67.4,0,0,1028.4,53.3,11.6,95.5,3
2024-08-02,19.8,8.2,12.8,6.3,67.3,0,0,1027.1,21.4,11.2,143.8,6
2024-08-03,22.9,6.5,14.2,3.9,55.1,0,0,1026.1,0.9,11.4,174,6
2024-08-04,22.4,8.7,15.2,2.4,44.8,0,0,1022.4,4.4,11.5,127.8,5
2024-08-05,17.9,5.5,11.9,-4.7,31.9,0,0,1024,20.1,11,190.8,7
2024-08-06,20,1.4,10.1,-1.2,48,0,0,1025.9,16.2,10.7,178.8,7
2024-08-07,20.9,3.8,12.3,-0.2,44.6,0,0,1024.8,0,11.4,192.8,7
2024-08-08,24,6.6,14.6,2.1,45.5,0,0,1023.1,0.8,11.3,166.8,6
2024-08-09,24.8,9,15.2,-4,33.3,0,0,1023.1,0,11.5,192.6,7
2024-08-10,26.7,7.7,16.4,-9.5,17.2,0,0,1024.8,0,11.5,196,7
2024-08-11,27.7,7.4,17.7,-11.4,14.2,0,0,1022.6,6.4,11.9,188.2,7
2024-08-12,21.8,9.7,14.7,-5.3,26.1,0,0,1023.8,0.1,10,199.8,7
2024-08-13,23.8,5.6,14.5,0.2,39.4,0,0,1023.4,14.3,11.5,191.8,7
2024-08-14,20.1,9.6,14.2,-5,30,0,0,1023.1,3.9,11.4,207.8,7
2024-08-15,22.9,4.7,13.3,-7.6,26.6,0,0,1028.3,4.7,11,209.5,7
2024-08-16,23.6,4.6,14.3,-6.3,26,0,0,1028.7,0,11.5,205.3,7
2024-08-17,24.6,6.6,15.1,-5.5,26.8,0,0,1027.9,0,11.4,206,7
2024-08-18,25.9,7.2,16,-5.9,23.9,0,0,1028.6,0,11.2,203.4,7
2024-08-19,26.8,7.3,16.7,-6.7,22.8,0,0,1030,0,11,197,7
2024-08-20,24.9,7.5,15.9,0.6,39.7,0,0,1030.7,0,11,200.6,7
2024-08-21,26.8,6.8,16.2,-3.6,28.8,0,0,1027.7,0,11.4,211.3,7
2024-08-22,27,8.4,17.3,-6.2,25,0,0,1026.2,0,11.5,212.7,8
2024-08-23,20.9,9,13.5,5.2,60.2,0,0,1028.9,38.5,11.3,196.5,7
2024-08-24,21.8,5.3,13,3.2,55.8,0,0,1028.2,2.9,10.4,217.4,7
2024-08-25,24.9,6.4,15.2,0.5,41.4,0,0,1026.8,0,10.7,212.3,8
2024-08-26,26.6,8.4,17.1,-2,30.7,0,0,1024.3,0,10.7,210.5,7
2024-08-27,28.4,8.4,18.2,-8.3,16.7,0,0,1021.9,0,10.7,220.5,8
2024-08-28,25.8,11.9,18.2,-10,14.6,0,0,1022.2,0,10.4,225.9,8
2024-08-29,23.9,6.7,14.8,-8.5,22.2,0,0,1025.1,11,11.2,221.7,8
2024-08-30,19.4,9,12.3,5.1,63.6,0,0,1031.1,77.6,10.5,172.5,9
2024-08-31,19,6.8,11.7,3.5,60.3,0,0,1033.1,39.5,11.5,179.5,8
2024-09-01,23.6,5.3,13.4,3.2,55,0,0,1031.7,0,11.4,217.8,8
2024-09-02,25.9,7.3,16.6,1.5,41.8,0,0,1030.5,0,10.9,217.1,8
2024-09-03,25.8,8.7,17.1,1.2,37.5,0,0,1030.4,0,11.4,222.6,8
2024-09-04,25.8,8.6,16.9,1.1,38.7,0,0,1028.3,0.1,11.6,229.9,8
2024-09-05,25.6,7.5,16.2,-3,29.9,0,0,1024.8,0.2,11.4,248.1,8
2024-09-06,27.7,9,18,-4.5,24.2,0,0,1025,0,11.6,239.4,8
2024-09-07,25.9,9.2,17.3,0.7,37,0,0,1025.8,0,11.2,235.5,8
2024-09-08,27.7,9.5,18.3,0.2,33.3,0,0,1023.1,0.4,11,234.5,8
2024-09-09,26.8,9.9,18,1.6,38.1,0,0,1023.2,36.4,10,131.9,8
2024-09-10,19.1,8.9,13.1,7.6,70.1,0,0,1026.4,71,10,110.3,6
2024-09-11,23.1,11,15.8,8.8,66,0,0,1024.6,52,10.5,170.2,8
2024-09-12,28.6,10.8,19.7,6.2,47.3,0,0,1024,16.6,10,180.8,8
2024-09-13,30.8,13,22,2.4,31.2,0,0,1024.1,31.8,10,224.6,8
2024-09-14,31.7,13.9,23.3,1.3,25.9,0,0,1022.8,31.2,10,223.8,8
2024-09-15,30.8,17,23.8,0.2,22.4,0,0,1019.7,64.3,10,211.2,7
2024-09-16,25.9,15.8,21.7,2.6,28.9,0.1,100,1019.5,81,13.5,118,4
2024-09-17,27.3,17.3,22,7.3,41.1,0.3,77.4,1015.7,49.8,24.1,256.5,9
2024-09-18,27.7,17.1,22.1,-1.8,22.7,0,51.6,1013.4,2.6,24.1,294.5,10
2024-09-19,28.2,17.3,22.3,-6.5,16,0,3.2,1011.3,26.9,24.1,301.6,10
2024-09-20,21,10,16,4.5,48.6,0.3,45.2,1017.1,65.3,24.1,206.5,9
2024-09-21,19.6,7.8,13.5,4.2,54.8,0,58.1,1021.8,42.6,24.1,288.6,9
2024-09-22,20.3,10.6,15,6.5,58.4,0.8,87.1,1022.3,62.7,23.3,252.8,9
2024-09-23,17.4,11.3,13.9,7.1,64.2,0,87.1,1025.3,65.8,24.1,157.9,6
2024-09-24,23.8,10.9,17.4,6,50,0,19.4,1021.1,22.1,24.1,290.9,9
2024-09-25,26.8,17,21.9,5.8,36.5,0.6,19.4,1016.6,61.7,24.1,229.1,8
2024-09-26,27.5,18.3,22.6,6.1,36,0.8,25.8,1015.3,64.1,24.1,243.5,8
2024-09-27,27.5,18,22.4,7.2,38.3,0.4,25.8,1016,55.7,24.1,227.1,7
2024-09-28,31.1,19.9,25.4,4.6,29.1,0.1,25.8,1015.6,69,24.1,289.6,9
2024-09-29,31.9,21.7,26.7,1.2,19.9,0,25.8,1012.9,63.8,24.1,298,10
2024-09-30,29.6,17.1,24.5,3.5,27.2,0.4,22.6,1011.6,38.9,23.4,280.9,10
